Olmo 7B Accuracy,Camembert Large[0] Accuracy,Camembert Large Accuracy,Flaubert Large Accuracy,Flaubert Large[0] Accuracy,Flaubert Base Accuracy,Mistral7B Accuracy,doc_name,date,auteur,titre,canon,gender,naissance,mort,genre,droit_auteur
0.0,0.0,0.02,0.0,0.0,0.0,0.01,1858_Sand-George_Les-beaux-messieurs-de-Bois-Dore_2,1858,sand george,les beaux messieurs de bois dore,canon,female,1804,1876,roman d'aventures,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1824_Beaufort-d-Hautpoul_Le-page-et-la-romance_tome-1,1824,beaufort d hautpoul,le page et la romance,non_canon,female,1763,1837,roman historique,publique
0.0,0.02,0.05,0.01,0.0,0.0,0.03,1932_Audoux-Marguerite_La-fiancee,1932,audoux marguerite,la fiancee,non_canon,female,1863,1937,nouvelles,publique
0.0,0.01,0.01,0.01,0.0,0.0,0.0,1932_Leblanc-Maurice_De-minuit-a-sept-heures,1932,leblanc maurice,de minuit a sept heures,non_canon,male,1864,1941,policier,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1898_Feval-Paul_La-fabrique-de-crimes,1898,feval paul,la fabrique de crimes,non_canon,male,1816,1887,policier,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006_Lemaitre-Pierre_Travail-Soigne,2006,lemaitre pierre,travail soigne,non_canon,male,1951,20--,policier,prive
0.0,0.02,0.03,0.01,0.01,0.0,0.01,1845_Sue-Eugene_La-coucaratcha_Tome-I,1845,sue eugene,la coucaratcha,canon,male,1804,1857,roman d'aventures,publique
0.0,0.0,0.07,0.0,0.0,0.0,0.0,1866_Segur-comtesse-de_Un-Bon-Petit-Diable,1866,segur comtesse de,un bon petit diable,non_canon,female,1799,1874,littérature jeunesse,publique
0.0,0.01,0.27,0.04,0.0,0.0,0.0,1888_Beaugrand-Honore_Jeanne-la-fileuse,1888,beaugrand honore,jeanne la fileuse,non_canon,male,1848,1906,roman historique,publique
0.0,0.0,0.02,0.0,0.0,0.0,0.02,1866_Gaboriau-Emile_L-affaire-Lerouge,1866,gaboriau emile,l affaire lerouge,non_canon,male,1832,1873,policier,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1951_Simenon-Georges_Maigret-et-la-grande-perche,1951,simenon georges,maigret et la grande perche,canon,male,1903,1989,policier,prive
0.0,0.0,0.02,0.0,0.0,0.0,0.0,1898_Renard-Jules_Bucoliques,1898,renard jules,bucoliques,canon,male,1864,1910,nouvelles,publique
0.0,0.01,0.04,0.0,0.0,0.0,0.02,1838_Dumas-Alexandre_Le-Capitaine-Paul,1838,dumas alexandre,le capitaine paul,canon,male,1802,1870,roman d'aventures,publique
0.0,0.01,0.12,0.02,0.0,0.0,0.02,1882_Ricouard-Gustave_Vast-Ricouard-Pour-ces-dames,1882,ricouard gustave,vast ricouard pour ces dames,non_canon,male,1853,1887,nouvelles,publique
0.0,0.02,0.09,0.0,0.0,0.0,0.0,1842_Balzac-Honore-de_La-Femme-de-trente-ans,1842,balzac honore de,la femme de trente ans,canon,male,1799,1850,cycles et séries,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1873_Gouraud-Julie_Petite-et-grande,1873,gouraud julie,petite et grande,non_canon,female,1810,1891,littérature jeunesse,publique
0.0,0.01,0.02,0.0,0.0,0.0,0.0,1842_Karr-Alphonse_Comtes,1842,karr alphonse,comtes,non_canon,male,1808,1890,nouvelles,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1962_Simenon-Georges_Maigret-et-le-client-du-samedi,1962,simenon georges,maigret et le client du samedi,canon,male,1903,1989,policier,prive
0.0,0.0,0.0,0.01,0.0,0.0,0.01,1856_Feval-Paul_La-Louve_Tome-I,1856,feval paul,la louve,non_canon,male,1816,1887,roman d'aventures,publique
0.0,0.0,0.02,0.0,0.0,0.0,0.0,1880_Ponson-du-Terrail-Pierre-Alexis-de_Les-Aventures-du-capitaine-La-Palisse,1880,ponson du terrail pierre alexis de,les aventures du capitaine la palisse,non_canon,male,1829,1871,roman d'aventures,publique
0.0,0.02,0.04,0.02,0.02,0.0,0.01,1845_Walsh-Joseph-Alexis_Les-Veillees-de-voyage,1845,walsh joseph alexis,les veillees de voyage,non_canon,male,1785,1860,nouvelles,publique
0.0,0.0,0.03,0.0,0.0,0.0,0.0,1862_Chevalier-H-Emile_La-Capitaine,1862,chevalier h emile,la capitaine,non_canon,male,1828,1879,roman d'aventures,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1909_Zevaco-Michel_Les-Amants-de-Venise,1909,zevaco michel,les amants de venise,non_canon,male,1860,1918,roman d'aventures,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1913_Leroux-Gaston_La-Reine-du-Sabbat,1913,leroux gaston,la reine du sabbat,non_canon,male,1868,1927,roman d'aventures,publique
0.0,0.02,0.06,0.01,0.01,0.0,0.01,1845_Balzac-Honore-de_Gambara,1845,balzac honore de,gambara,canon,male,1799,1850,cycles et séries,publique
0.0,0.01,0.01,0.0,0.0,0.0,0.01,1892_Allais-Alphonse_Vive-la-vie,1892,allais alphonse,vive la vie,non_canon,male,1854,1905,nouvelles,publique
0.0,0.0,0.01,0.02,0.0,0.0,0.0,1950_Simenon-Georges_Un-Noel-de-Maigret,1950,simenon georges,un noel de maigret,canon,male,1903,1989,policier,prive
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1884_Guy-de-Maupassant_Miss-Harriet,1884,guy de maupassant,miss harriet,canon,male,1850,1893,nouvelles,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1843_Balzac-Honore-de_Illusions-perdues,1843,balzac honore de,illusions perdues,canon,male,1799,1850,cycles et séries,publique
0.0,0.01,0.03,0.0,0.0,0.0,0.0,1889_La-Brete-Jean-de_Mon-oncle-et-mon-cure,1889,la brete jean de,mon oncle et mon cure,non_canon,female,1858,1945,littérature jeunesse,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1908_Leroux-Gaston_Le-mystere-de-la-chambre-jaune,1908,leroux gaston,le mystere de la chambre jaune,non_canon,male,1868,1927,policier,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1850_Feval-Paul_La-fee-des-greves,1850,feval paul,la fee des greves,non_canon,male,1816,1887,roman d'aventures,publique
0.0,0.01,0.01,0.0,0.0,0.01,0.0,1867_Assollant-Alfred_Aventures-merveilleuses-mais-authentiques-du-capitaine-Corcoran-Premiere-Partie,1867,assollant alfred,aventures merveilleuses mais authentiques du capitaine corcoran premiere partie,non_canon,male,1827,1886,roman d'aventures,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.01,1885_Greville-Henry_a-travers-champs,1885,greville henry,a travers champs,non_canon,female,1842,1902,nouvelles,publique
0.0,0.01,0.01,0.01,0.01,0.0,0.0,1848_Woillez-Catherine_Edma-et-Marguerite-ou-les-Ruines-de-Chatillon-d-Azergues,1848,woillez catherine,edma et marguerite ou les ruines de chatillon d azergues,non_canon,female,1781,1859,littérature jeunesse,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930_Leblanc-Maurice_Le-prince-de-Jericho,1930,leblanc maurice,le prince de jericho,non_canon,male,1864,1941,policier,publique
0.0,0.02,0.04,0.0,0.01,0.0,0.0,1867_Sauquet-Victor_L-Enfant-des-montagnes,1867,sauquet victor,l enfant des montagnes,non_canon,male,1???,1???,littérature jeunesse,prive
0.0,0.0,0.0,0.01,0.01,0.0,0.01,1930_Bernede-Arthur_L-Homme-au-masque-de-fer,1930,bernede arthur,l homme au masque de fer,non_canon,male,1871,1937,roman historique,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1909_Farrere-Claude_La-Bataille,1909,farrere claude,la bataille,non_canon,male,1876,1957,roman d'aventures,prive
0.0,0.0,0.02,0.0,0.0,0.0,0.0,1958_Pagnol-Marcel_Le-Chateau-de-ma-mere,1958,pagnol marcel,le chateau de ma mere,non_canon,male,1895,1974,littérature jeunesse,prive
0.0,0.0,0.01,0.01,0.0,0.0,0.01,1968_Gary-Romain_La-Tete-coupable,1968,gary romain,la tete coupable,canon,male,1914,1980,roman d'aventures,prive
0.0,0.02,0.19,0.01,0.0,0.0,0.02,1852_Carraud-Zulma-Tourangin-Mme_La-petite-Jeanne,1852,carraud zulma tourangin mme,la petite jeanne,non_canon,female,1796,1889,littérature jeunesse,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1905_Verne-Jules_Le-Phare-du-Bout-du-Monde,1905,verne jules,le phare du bout du monde,canon,male,1828,1905,roman d'aventures,publique
0.0,0.0,0.06,0.01,0.0,0.0,0.0,1884_Gouraud-Julie_Le-Vieux-chateau,1884,gouraud julie,le vieux chateau,non_canon,female,1810,1891,littérature jeunesse,publique
0.0,0.0,0.03,0.0,0.0,0.0,0.0,1876_Erckmann-Chatrian_Maitre-Gaspard-Fix-suivi-de-L-education-d-un-feodal,1876,erckmann chatrian,maitre gaspard fix suivi de l education d un feodal,non_canon,male,1822,1899,nouvelles,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,2005_Germain-Sylvie_Magnus,2005,germain sylvie,magnus,canon,female,1954,20--,roman historique,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1894_Gautier-Judith_Memoires-d-un-Elephant-blanc,1894,gautier judith,memoires d un elephant blanc,non_canon,female,1845,1917,littérature jeunesse,publique
0.0,0.01,0.04,0.01,0.0,0.0,0.0,1921_Morand-Paul_Tendres-stocks,1921,morand paul,tendres stocks,canon,male,1888,1976,nouvelles,prive
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1957_Delly_Le-sphinx-d'emeraude,1957,delly,le sphinx d'emeraude,non_canon,female,1875,1947,roman historique,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1853_Gozlan-Leon_Les-Vendanges,1853,gozlan leon,les vendanges,non_canon,male,1803,1866,nouvelles,publique
0.0,0.01,0.04,0.0,0.0,0.0,0.0,1874_Witt-Henriette-de_Une-soeur,1874,witt henriette de,une soeur,non_canon,female,1829,1908,littérature jeunesse,publique
0.0,0.01,0.01,0.0,0.0,0.0,0.0,1850_Dumas-Alexandre_La-femme-au-collier-de-velours,1850,dumas alexandre,la femme au collier de velours,canon,male,1802,1870,roman historique,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1944_Simenon-Georges_Signe-Picpus,1944,simenon georges,signe picpus,canon,male,1903,1989,policier,prive
0.0,0.0,0.01,0.01,0.01,0.01,0.0,1879_Verne-Jules_Les-Tribulations-d-un-Chinois-en-Chine,1879,verne jules,les tribulations d un chinois en chine,canon,male,1828,1905,roman d'aventures,publique
0.0,0.01,0.01,0.0,0.0,0.0,0.0,1886_Carraud-Zulma-Tourangin-Mme_Contes-et-historiettes,1886,carraud zulma tourangin mme,contes et historiettes,non_canon,female,1796,1889,littérature jeunesse,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1839_Dumas-Alexandre_Aventures-de-Lyderic,1839,dumas alexandre,aventures de lyderic,canon,male,1802,1870,roman historique,publique
0.0,0.0,0.03,0.0,0.0,0.0,0.0,1834_Dumas-Alexandre_Un-coup-de-feu-et-autres-nouvelles,1834,dumas alexandre,un coup de feu et autres nouvelles,canon,male,1802,1870,nouvelles,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1884_Chavette-Eugene_Le-saucisson-a-pattes_II-Le-plan-de-Cardeuc,1884,chavette eugene,le saucisson a pattes,non_canon,male,1827,1902,roman historique,publique
0.0,0.02,0.11,0.01,0.01,0.0,0.01,1960_Troyat-Henri_La-Barynia,1960,troyat henri,la barynia,non_canon,male,1911,2007,roman historique,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.01,1996_Daeninckx-Didier_Nazis-dans-le-metro,1996,daeninckx didier,nazis dans le metro,canon,male,1949,20--,policier,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1886_Boisgobey-Fortune-du_La-Bande-rouge_Tome-II,1886,boisgobey fortune du,la bande rouge,non_canon,male,1821,1891,policier,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930_Giono-Jean_Regain,1930,giono jean,regain,canon,male,1895,1970,cycles et séries,prive
0.0,0.0,0.02,0.0,0.0,0.0,0.0,1863_Achard-Amedee_Les-Coups-d-epee-de-M-de-la-Guerche,1863,achard amedee,les coups d epee de m de la guerche,non_canon,male,1814,1875,roman d'aventures,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1893_Zola-Emile_Le-docteur-Pascal,1893,zola emile,le docteur pascal,canon,male,1840,1902,cycles et séries,publique
0.0,0.04,0.06,0.01,0.0,0.0,0.01,1880_Guy-de-Maupassant_Contes-divers,1880,guy de maupassant,contes divers,canon,male,1850,1893,nouvelles,publique
0.0,0.05,0.1,0.01,0.0,0.0,0.02,1898_Huysmans-Joris-Karl_La-Cathedrale,1898,huysmans joris karl,la cathedrale,canon,male,1848,1907,cycles et séries,publique
0.0,0.01,0.05,0.0,0.0,0.0,0.01,1839_Dumas-Alexandre_Acte,1839,dumas alexandre,acte,canon,male,1802,1870,roman historique,publique
0.0,0.0,0.02,0.0,0.0,0.0,0.0,1908_Leblanc-Maurice_Arsene-Lupin-contre-Herlock-Sholmes,1908,leblanc maurice,arsene lupin contre herlock sholmes,non_canon,male,1864,1941,policier,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1842_Dumas-Alexandre_Le-Chevalier-d-Harmental,1842,dumas alexandre,le chevalier d harmental,canon,male,1802,1870,roman d'aventures,publique
0.0,0.03,0.05,0.02,0.0,0.0,0.01,1845_Balzac-Honore-de_Modeste-Mignon,1845,balzac honore de,modeste mignon,canon,male,1799,1850,cycles et séries,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1972_A.D.G._Les-trois-Badours,1972,a.d.g.,les trois badours,non_canon,male,1947,2004,policier,prive
0.0,0.0,0.0,0.02,0.01,0.0,0.03,1927_Proust-Marcel_Le-Temps-retrouve,1927,proust marcel,le temps retrouve,canon,male,1871,1922,cycles et séries,publique
0.0,0.01,0.01,0.0,0.0,0.0,0.0,1923_Le-Rouge-Gustave_La-Dame-noire-des-frontieres,1923,le rouge gustave,la dame noire des frontieres,non_canon,male,1867,1938,policier,publique
0.0,0.03,0.03,0.01,0.0,0.01,0.0,1910_Graffigny-H-de_Le-tour-de-France-en-aeroplane,1910,graffigny h de,le tour de france en aeroplane,non_canon,male,1863,1934,littérature jeunesse,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.01,1968_Guy-Des-Cars_La-revoltee,1968,guy des cars,la revoltee,non_canon,male,1977,1911,policier,publique
0.0,0.0,0.02,0.0,0.0,0.0,0.0,1881_Guy-de-Maupassant_La-maison-Tellier,1881,guy de maupassant,la maison tellier,canon,male,1850,1893,nouvelles,publique
0.0,0.0,0.0,0.01,0.0,0.0,0.0,1976_San-Antonio_Concerto-pour-porte-jarrelle,1976,san antonio,concerto pour porte jarrelle,non_canon,male,1921,2000,policier,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.01,1941_Simenon-Georges_Les-caves-du-Majestic,1941,simenon georges,les caves du majestic,canon,male,1903,1989,policier,prive
0.0,0.0,0.01,0.0,0.0,0.0,0.0,2011_Vargas-Fred_L-Armee-furieuse,2011,vargas fred,l armee furieuse,non_canon,female,1957,20..,policier,prive
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1929_Saint-Exupery-Antoine-de_Courrier-Sud,1929,saint exupery antoine de,courrier sud,canon,male,1900,1944,roman d'aventures,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1950_Simenon-Georges_Un-nouveau-dans-la-ville,1950,simenon georges,un nouveau dans la ville,canon,male,1903,1989,policier,prive
0.0,0.01,0.03,0.0,0.0,0.0,0.01,1888_Zola-Emile_Le-reve,1888,zola emile,le reve,canon,male,1840,1902,cycles et séries,publique
0.0,0.01,0.22,0.09,0.0,0.0,0.07,1885_Amero-Constant_Le-tour-de-France-d-un-petit-Parisien,1885,amero constant,le tour de france d un petit parisien,non_canon,male,1832,1908,littérature jeunesse,publique
0.0,0.01,0.01,0.0,0.0,0.0,0.0,1896_Loti-Pierre_Ramuntcho,1896,loti pierre,ramuntcho,canon,male,1850,1923,roman d'aventures,publique
0.0,0.03,0.03,0.01,0.0,0.0,0.03,1870_Verne-Jules_Vingt-mille-lieues-sous-les-mers,1870,verne jules,vingt mille lieues sous les mers,canon,male,1828,1905,roman d'aventures,publique
0.0,0.02,0.04,0.03,0.01,0.0,0.02,1855_Stendhal_Chroniques-italiennes,1855,stendhal,chroniques italiennes,canon,male,1783,1842,nouvelles,publique
0.0,0.02,0.05,0.01,0.0,0.0,0.01,1877_Buet-Charles_La-Mitre-et-l-epee-chronique-genevoise,1877,buet charles,la mitre et l epee chronique genevoise,non_canon,male,1846,1897,roman historique,publique
0.0,0.0,0.03,0.0,0.0,0.0,0.0,1884_Mendes-Catulle_Jeunes-filles,1884,mendes catulle,jeunes filles,non_canon,male,1841,1909,nouvelles,publique
0.0,0.0,0.0,0.01,0.01,0.0,0.0,1876_Montepin-Xavier-de_Le-Ventriloque-L-assassin-de-Mariette,1876,montepin xavier de,le ventriloque l assassin de mariette,non_canon,male,1823,1902,cycles et séries,publique
0.0,0.01,0.01,0.02,0.0,0.0,0.02,1866_Segur-comtesse-de_Jean-qui-grogne-et-Jean-qui-rit,1866,segur comtesse de,jean qui grogne et jean qui rit,non_canon,female,1799,1874,littérature jeunesse,publique
0.0,0.01,0.03,0.0,0.0,0.0,0.01,1842_Balzac-Honore-de_Le-Contrat-de-mariage,1842,balzac honore de,le contrat de mariage,canon,male,1799,1850,cycles et séries,publique
0.0,0.05,0.17,0.02,0.0,0.0,0.03,1942_Camus-Albert_L-etranger,1942,camus albert,l etranger,canon,male,1913,1960,,prive
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1816_Barthelemy-Hadot-Marie-Adelaide_La-Vierge-de-l-Indostan-ou-les-Portugais-au-Malabar_(Tome-4),1816,barthelemy hadot marie adelaide,la vierge de l indostan ou les portugais au malabar,non_canon,female,1763,1821,roman historique,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1876_Malot-Hector_L-auberge-du-monde,1876,malot hector,l auberge du monde,non_canon,male,1830,1907,roman d'aventures,publique
0.0,0.0,0.06,0.0,0.0,0.0,0.0,1882_Richebourg-Emile_Jean-Loup,1882,richebourg emile,jean loup,non_canon,male,1833,1898,policier,publique
0.0,0.01,0.05,0.01,0.0,0.0,0.0,1940_Martin-du-Gard-Roger_Les-Thibault_Tome-VIII-Epilogue,1940,martin du gard roger,les thibault,canon,male,1881,1958,cycles et séries,prive
0.0,0.0,0.03,0.01,0.0,0.0,0.0,1911_Marchal-Gustave_Tante-Meteore,1911,marchal gustave,tante meteore,non_canon,male,1833,1916,littérature jeunesse,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.01,1854_Bassanville-Anais-de_Les-Primeurs-de-la-vie-ou-Bonheurs-joies-et-douleurs-de-la-jeunesse,1854,bassanville anais de,les primeurs de la vie ou bonheurs joies et douleurs de la jeunesse,non_canon,female,1802,1884,littérature jeunesse,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.01,1908_Bazin-Rene_Le-Mariage-de-Mademoiselle-Gimel-Dactylographe,1908,bazin rene,le mariage de mademoiselle gimel dactylographe,non_canon,male,1853,1932,nouvelles,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1934_Duhamel-Georges_Le-jardin-des-betes-sauvages,1934,duhamel georges,le jardin des betes sauvages,canon,male,1884,1966,cycles et séries,prive
0.0,0.0,0.08,0.02,0.0,0.0,0.0,1884_Witt-Henriette-de_Scenes-historiques,1884,witt henriette de,scenes historiques,non_canon,female,1829,1908,roman historique,publique
0.0,0.0,0.03,0.01,0.0,0.0,0.0,1899_Allais-Alphonse_L-affaire-Blaireau,1899,allais alphonse,l affaire blaireau,non_canon,male,1854,1905,roman historique,publique
0.0,0.0,0.02,0.01,0.0,0.0,0.03,1898_Vogue-Eugene-Melchior-de_Jean-d-Agreve,1898,vogue eugene melchior de,jean d agreve,non_canon,male,1848,1910,roman d'aventures,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1876_Malot-Hector_Ida-et-Carmelita,1876,malot hector,ida et carmelita,non_canon,male,1830,1907,cycles et séries,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.02,1888_Witt-Henriette-de_Scenes-historiques,1888,witt henriette de,scenes historiques,non_canon,female,1829,1908,roman historique,publique
0.0,0.01,0.04,0.0,0.0,0.0,0.0,1967_Simenon-Georges_Le-voleur-de-Maigret,1967,simenon georges,le voleur de maigret,canon,male,1903,1989,policier,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1956_Malet-Leo_Corrida-aux-Champs-Elysees,1956,malet leo,corrida aux champs elysees,non_canon,male,1909,1996,policier,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1825_de-Lamothe-Langon-Etienne-Leon_Le-Monastere-des-freres-noirs,1825,de lamothe langon etienne leon,le monastere des freres noirs,non_canon,male,1786,1864,roman historique,publique
0.0,0.03,0.04,0.01,0.0,0.0,0.0,2016_Murail-Marie-Aude_Sauveur-Fils_1,2016,murail marie aude,sauveur fils,non_canon,female,1954,XXXX,littérature jeunesse,prive
0.0,0.0,0.0,0.01,0.0,0.0,0.01,1932_Simenon-Georges_L-Affaire-Saint-Fiacre,1932,simenon georges,l affaire saint fiacre,canon,male,1903,1989,policier,prive
0.0,0.02,0.05,0.02,0.01,0.0,0.01,1876_Richebourg-Emile_Recits-devant-l-atre,1876,richebourg emile,recits devant l atre,non_canon,male,1833,1898,nouvelles,publique
0.0,0.01,0.01,0.0,0.0,0.0,0.01,1880_Maizeroy-Rene_Mora-Les-Deux-femmes-de-Mademoiselle,1880,maizeroy rene,mora les deux femmes de mademoiselle,non_canon,male,1856,1918,nouvelles,publique
0.0,0.01,0.03,0.01,0.01,0.0,0.0,1913_Zevaco-Michel_Buridan-le-heros-de-la-tour-Nesle,1913,zevaco michel,buridan le heros de la tour nesle,non_canon,male,1860,1918,roman d'aventures,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1911_Giraudoux-Jean_L-ecole-des-indifferents,1911,giraudoux jean,l ecole des indifferents,canon,male,1882,1944,nouvelles,publique
0.0,0.01,0.03,0.0,0.0,0.01,0.0,1843_Balzac-Honore-de_Histoire-des-Treize-et-La-Duchesse-de-Langeais,1843,balzac honore de,histoire des treize et la duchesse de langeais,canon,male,1799,1850,cycles et séries,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000_Gailly-Christian_Nuage-rouge,2000,gailly christian,nuage rouge,non_canon,male,1943,2013,policier,prive
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1881_Stolz-Madame-de_Les-deux-reines,1881,stolz madame de,les deux reines,non_canon,female,1820,1898,littérature jeunesse,publique
0.0,0.0,0.02,0.0,0.0,0.0,0.0,1856_Dumas-Alexandre_Un-cadet-de-famille,1856,dumas alexandre,un cadet de famille,canon,male,1802,1870,roman d'aventures,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1910_Rolland-Romain_Jean-Christophe_Tome-VIII-Les-amies,1910,rolland romain,jean christophe,canon,male,1866,1944,cycles et séries,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2001_Vargas-Fred_Pars-vite-et-reviens-tard,2001,vargas fred,pars vite et reviens tard,non_canon,female,1957,20--,policier,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1863_Zaccone-Pierre_Une-haine-au-bagne,1863,zaccone pierre,une haine au bagne,non_canon,male,1818,1895,policier,publique
0.0,0.0,0.01,0.01,0.0,0.0,0.0,1987_Green-Julien_Les-Pays-lointains,1987,green julien,les pays lointains,canon,male,1900,1998,roman historique,prive
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1858_Gouraud-Julie_Les-Vacances-d-Yvonne,1858,gouraud julie,les vacances d yvonne,non_canon,female,1810,1891,littérature jeunesse,publique
0.0,0.01,0.03,0.0,0.0,0.0,0.0,1847_Balzac-Honore-de_Le-Depute-d-Arcis,1847,balzac honore de,le depute d arcis,canon,male,1799,1850,cycles et séries,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1892_Verne-Jules_Le-Chateau-des-Carpathes,1892,verne jules,le chateau des carpathes,canon,male,1828,1905,roman d'aventures,publique
0.0,0.07,0.27,0.02,0.01,0.0,0.04,1853_Sue-Eugene_Les-Mysteres-du-peuple_Tome-IX,1853,sue eugene,les mysteres du peuple,canon,male,1804,1857,roman d'aventures,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935_Leblanc-Maurice_La-Cagliostro-se-venge,1935,leblanc maurice,la cagliostro se venge,non_canon,male,1864,1941,policier,publique
0.0,0.03,0.14,0.02,0.0,0.0,0.05,1873_Viollet-le-Duc-Eugene-Emmanuel_Histoire-d-une-maison,1873,viollet le duc eugene emmanuel,histoire d une maison,non_canon,male,1814,1879,littérature jeunesse,publique
0.0,0.01,0.09,0.01,0.0,0.0,0.01,1862_Leneveux-Louise_Soirees-en-famille--lectures-pour-la-jeunesse,1862,leneveux louise,soirees en famille  lectures pour la jeunesse,non_canon,female,1800,18--,littérature jeunesse,prive
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1847_Sue-Eugene_Martin-l-enfant-trouve_Tome-I,1847,sue eugene,martin l enfant trouve,canon,male,1847,1847,cycles et séries,publique
0.0,0.01,0.03,0.0,0.0,0.0,0.0,1879_Bouvier-Alexis_La-femme-du-mort_Tome-I,1879,bouvier alexis,la femme du mort,non_canon,male,1836,1892,roman d'aventures,publique
0.0,0.01,0.04,0.0,0.0,0.0,0.0,1878_Girardin-Jules_Ouida-Pascarel-roman-imite-de-l-anglais,1878,girardin jules,ouida pascarel roman imite de l anglais,non_canon,male,1832,1888,littérature jeunesse,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1869_Carraud-Zulma-Tourangin-Mme_Les-Gouters-de-la-grand-mere,1869,carraud zulma tourangin mme,les gouters de la grand mere,non_canon,female,1796,1889,littérature jeunesse,publique
0.0,0.0,0.02,0.0,0.0,0.0,0.0,1880_Stapleaux-Leopold_Le-pendu-de-la-Foret-Noire,1880,stapleaux leopold,le pendu de la foret noire,non_canon,male,1831,1891,roman d'aventures,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1843_Desnoyers-Louis_Les-aventures-de-Jean-Paul-Choppart,1843,desnoyers louis,les aventures de jean paul choppart,non_canon,male,1802,1868,littérature jeunesse,publique
0.0,0.0,0.03,0.0,0.0,0.0,0.01,1867_Ponson-du-Terrail-Pierre-Alexis-de_L-heritage-de-Corinne-La-Mule-de-satin,1867,ponson du terrail pierre alexis de,l heritage de corinne la mule de satin,non_canon,male,1829,1871,nouvelles,publique
0.0,0.0,0.01,0.01,0.0,0.0,0.01,1845_Sue-Eugene_La-coucaratcha_Tome-II,1845,sue eugene,la coucaratcha,canon,male,1804,1857,roman d'aventures,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.01,1876_Zola-Emile_Son-excellence-Eugene-Rougon,1876,zola emile,son excellence eugene rougon,canon,male,1840,1902,cycles et séries,publique
0.0,0.0,0.01,0.0,0.0,0.0,0.0,1991_Vargas-Fred_L-homme-aux-cercles-bleus,1991,vargas fred,l homme aux cercles bleus,non_canon,female,1957,20--,policier,prive
0.0,0.0,0.02,0.0,0.0,0.0,0.0,1927_Rosny-aine-J-H_La-Femme-disparue,1927,rosny aine j h,la femme disparue,non_canon,male,1856,1940,policier,publique
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1925_Robida-Albert_Un-chalet-dans-les-airs,1925,robida albert,un chalet dans les airs,non_canon,male,1848,1926,littérature jeunesse,publique
